,category,subcategory,name,geometry,lon,lat
738,education,elementary,Sapah Linsungan Elementary School,POINT (122.0813885 6.6631009),122.0813885,6.6631009
739,education,elem_HS,Mangal-mangal Primary School,POINT (121.2872999 5.9099289),121.2872999,5.9099289
740,education,elem_HS,unnamed,POINT (125.0256846 5.8544413),125.0256846,5.8544413
741,education,elementary,Rajah Muda Elementary School,POINT (124.3403032 6.4702831),124.3403032,6.4702831
742,education,elem_HS,Bucalao Primary School,POINT (122.1900961 6.4783375),122.1900961,6.4783375
743,education,HS,Kimlawis National High School,POINT (125.1956621 6.5397458),125.1956621,6.5397458
744,education,HS,Bukidnon National High School,POINT (125.1235086 8.1575878),125.1235086,8.1575878
745,education,elementary,Sinangkapan Elementary School,POINT (122.19042 6.6098503),122.19042,6.6098503
746,education,elementary,Calut Elementary School,POINT (122.19674 6.6053017),122.19674,6.6053017
747,education,elementary,Quiabaton Elementary School,POINT (125.4855448 7.2711125),125.4855448,7.2711125
748,education,elementary,Napisulan Elementary School,POINT (125.5230689 7.6157411),125.5230689,7.6157411
749,education,elementary,Basak Elementary School,POINT (125.4599525 7.6253477),125.4599525,7.6253477
750,education,HS,Datu Jose A. Libayao Memorial National High School,POINT (125.4312032 7.6910937),125.4312032,7.6910937
751,education,elementary,Cabadiangan Elementary School,POINT (125.4881224 7.6320431),125.4881224,7.6320431
752,education,elementary,Natulinan Elementary School,POINT (125.4303637 7.691212),125.4303637,7.691212
753,education,elementary,Ibuyag Laburan Elementary School,POINT (125.5094862 7.5839417),125.5094862,7.5839417
754,education,elementary,Kuyas Elementary School,POINT (125.5090302 7.6285764),125.5090302,7.6285764
755,education,elementary,Debaloy Elementary School,POINT (123.5646339 8.349361200000001),123.5646339,8.3493612
756,education,HS,Datal Salvan High School,POINT (124.9811301 6.0770562),124.9811301,6.0770562
757,education,HS,Datal Salvan High School,POINT (124.981146 6.0767358),124.981146,6.0767358
758,education,elem_HS,MALAYBALAY CITY NATIONAL HIGH SCHOOL,POINT (125.1310694 8.102429300000001),125.1310694,8.1024293
759,education,elementary,Cabligan Elementary School,POINT (125.2643712 6.752878),125.2643712,6.752878
760,education,elementary,San Isidro Elementary School,POINT (125.3317042 6.7165923),125.3317042,6.7165923
761,education,elementary,Cabalantian Elementary School,POINT (125.499351 6.5612291),125.499351,6.5612291
762,education,elementary,Lanete Elementary School,POINT (125.4978899 6.476904),125.4978899,6.476904
763,education,elementary,Bagong Lipunan Elementary School,POINT (125.1962484 7.6717843),125.1962484,7.6717843
764,education,elementary,Sta Felomina Elementary School,POINT (125.1856685 7.7153985),125.1856685,7.7153985
765,education,elem_HS,Lumbo Primary School,POINT (125.1503411 7.4362411),125.1503411,7.4362411
766,education,HS,Binoongan High School,POINT (125.1705515 7.4353169),125.1705515,7.4353169
767,education,elementary,Binoongan Elementary School,POINT (125.1723137 7.4338088),125.1723137,7.4338088
768,education,elem_HS,Stella Matutina Academy,POINT (124.9872335 7.5711397),124.9872335,7.5711397
769,education,HS,Santo Niño High School of Dangcagan,POINT (125.0084108 7.6144811),125.0084108,7.6144811
770,education,HS,Saint Joseph High School,POINT (124.6023096 8.232446100000001),124.6023096,8.2324461
771,education,HS,Santo Nino High School,POINT (124.019944 8.1948372),124.019944,8.1948372
772,education,HS,Holy Cross High School,POINT (123.9008894 8.1135175),123.9008894,8.1135175
773,education,elem_HS,Santo Niño Academy,POINT (123.7803499 8.0270758),123.7803499,8.0270758
774,education,elem_HS,St. Mary’s Academy,POINT (124.5336732 7.1876028),124.5336732,7.1876028
775,education,elementary,Our Lady of Lourdes Elementary School,POINT (124.8128206 8.3256263),124.8128206,8.3256263
776,education,elem_HS,San Vicente Avademy,POINT (125.0393693 6.9491833),125.0393693,6.9491833
777,education,HS,Sacred Heart High School of Acmac,POINT (124.266965 8.2754554),124.266965,8.2754554
778,education,elem_HS,Our Lady of Perpetual Help Academy,POINT (124.1603545 8.183792199999999),124.1603545,8.1837922
779,education,HS,Lanipao Catholic High School of Lala,POINT (123.7794726 7.9650377),123.7794726,7.9650377
780,education,elem_HS,Sto. Nino Academy De Iligan,POINT (124.2414144 8.2261363),124.2414144,8.2261363
781,education,elem_HS,St. Vincent Academy,POINT (124.0880091 8.190134),124.0880091,8.190134
782,education,elem_HS,St. Francis Xavier Academy of Kapatagan,POINT (123.7723539 7.9051161),123.7723539,7.9051161
783,education,HS,St. Joseph Community High School of Sapad,POINT (123.8339772 7.8487955),123.8339772,7.8487955
784,education,elem_HS,Kapayahan Primary School,POINT (125.1145631 7.4140059),125.1145631,7.4140059
785,education,elem_HS,Binaton Primary School,POINT (125.1557484 7.46239),125.1557484,7.46239
786,education,elementary,Darila Elementary School,POINT (125.4606727 7.2520326),125.4606727,7.2520326
787,education,elementary,Kiulom Elementary School,POINT (125.3503963 7.5441617),125.3503963,7.5441617
788,education,elementary,Taga-ibo Elementary School,POINT (125.3339517 7.3509033),125.3339517,7.3509033
789,education,elementary,Pinanubuan Elementary School,POINT (125.1536965 7.5606338),125.1536965,7.5606338
790,education,elementary,Sianib Elementary School,POINT (125.1447688 7.5438373),125.1447688,7.5438373
791,education,HS,Pangantucan Community High School,POINT (124.8198282 7.8315899),124.8198282,7.8315899
792,education,HS,Our Lady of Fatima High School of Dagumbaan,POINT (124.9272023 7.851692),124.9272023,7.851692
793,education,HS,Holy Cross High School of Camp Phillips,POINT (124.8128178 8.325480499999999),124.8128178,8.3254805
794,education,elem_HS,Our Lady of Perpetual Help Academy,POINT (124.1601432 8.1844769),124.1601432,8.1844769
795,education,elem_HS,Colegio de Iligan,POINT (124.2142479 8.207953),124.2142479,8.207953
796,education,HS,St. NIño High School of Bacolod,POINT (124.0206922 8.193289399999999),124.0206922,8.1932894
797,education,elem_HS,Mercy Junior College,POINT (123.7924278 8.0504233),123.7924278,8.0504233
798,education,elem_HS,Mercy Junior College of Tubod,POINT (123.7923852 8.0507487),123.7923852,8.0507487
799,education,elem_HS,LAPID KINDERLAND,POINT (125.0585943 6.2191261),125.0585943,6.2191261
800,education,HS,Immaculate Conception High School of Pitogo,POINT (123.3136839 7.4564245),123.3136839,7.4564245
801,education,elem_HS,St. Mary’s Academy of Iponan,POINT (124.5875801 8.486920700000001),124.5875801,8.4869207
802,education,elem_HS,St. Mary’s Academy of Midsayap,POINT (124.5338495 7.1874303),124.5338495,7.1874303
803,education,elem_HS,Notre Dame RVM College of Cotabato City,POINT (124.2438823 7.2146587),124.2438823,7.2146587
804,education,elem_HS,Iligan Computer Institute,POINT (124.7548647 8.509524600000001),124.7548647,8.5095246
805,education,elem_HS,Sacred Heart Academy of Bugo,POINT (124.757352 8.5076479),124.757352,8.5076479
806,education,elem_HS,Bugo Christian School,POINT (124.7594759 8.507169299999999),124.7594759,8.5071693
807,education,elem_HS,Bright Rock School,POINT (124.7604018 8.506841700000001),124.7604018,8.5068417
808,education,elem_HS,St. Ignatius Technical College,POINT (124.7536918 8.535042199999999),124.7536918,8.5350422
809,education,elem_HS,Prois International Christian School System,POINT (124.7539561 8.535912400000001),124.7539561,8.5359124
810,education,elem_HS,New Hope Christian School,POINT (124.7612697 8.5294872),124.7612697,8.5294872
811,education,elem_HS,Calasanz de Davao Academy,POINT (125.5034787 7.0403558),125.5034787,7.0403558
812,education,elem_HS,Holy Cross Academy of Matanao,POINT (125.2170799 6.7127647),125.2170799,6.7127647
813,education,elem_HS,Holy Cross of Magsaysay,POINT (125.1492161 6.7545195),125.1492161,6.7545195
